id,query,road,house_number
369000045,"47.657,-122.393",West Elmore Place,2803
2826049117,"47.7137,-122.307",Northeast 117th Street,2003
811000055,"47.6314,-122.353",2nd Avenue North,1409
7154200070,"47.7764,-122.385",21st Place Northwest,20230
2303900045,"47.7282,-122.372",Northwest Elford Drive,1249
1254200045,"47.6806,-122.388",24th Avenue Northwest,7039
8731730710,"47.39,-122.166",Southeast 236th Place,13119
9528104109,"47.6776,-122.324",Northeast Ravenna Boulevard,443
3298700012,"47.5245,-122.354",15th Avenue Southwest,8809
7967700570,"47.3593,-122.289",35th Avenue South,27019
1402200140,"47.4379,-122.146",Southeast 183rd Street,14605
3797300140,"47.1928,-122.01",Wynalda Drive,3127
2481200140,"47.5695,-121.902",NA,NA
3582900310,"47.7439,-122.262",61st Lane Northeast,15737
1352300990,"47.4865,-122.197",North 3rd Street,1525
1525059074,"47.6488,-122.153",140th Avenue Northeast,4202
3876000710,"47.7243,-122.185",118th Avenue Northeast,NA
1994200260,"47.6883,-122.335",Burke Avenue North,8044
1121000058,"47.5412,-122.377",35th Avenue Southwest,6757
1407300012,"47.6181,-122.302",23rd Avenue,1810
1565930070,"47.386,-122.047",Southeast 240th Place,22025
3574900030,"47.733,-122.225",Northeast 144th Court,8752
5100401441,"47.6929,-122.321",Northeast 89th Street,549
3629940160,"47.5457,-121.991",Northeast Harrison Street,3209
7715800390,"47.6273,-122.059",Sahalee Drive West,2253
1682000160,"47.312,-122.183",Southeast 323rd Place,11831
952007055,"47.5627,-122.383",40th Avenue Southwest,4503
3790700070,"47.3585,-122.191",Southeast 271st Street,11220
3134100023,"47.6406,-122.101",West Lake Sammamish Parkway Northeast,NA
1862400292,"47.6966,-122.368",Northwest 92nd Street,854
4123800270,"47.3784,-122.046",Southeast 250th Street,22105
3448700070,"47.4891,-122.149",Northeast 4th Place,5212
9133600135,"47.4874,-122.223",Stevens Avenue Northwest,360
6163901913,"47.7508,-122.322",8th Avenue Northeast,16815
1446403305,"47.4882,-122.325",7th Avenue South,12807
59000445,"47.5785,-122.402",Southwest Admiral Way,5340
7510700030,"47.621,-122.03",232nd Place Northeast,1309
1722059222,"47.394,-122.202",104th Avenue Southeast,23204
8127700132,"47.6423,-122.394",29th Avenue West,2538
1774000030,"47.7476,-122.087",Northeast 165th Street,18874
4058800135,"47.5049,-122.239",South Mission Drive,7618
8682281600,"47.709,-122.017",Adair Creek Trail,NA
8562740520,"47.5366,-122.067",Wilderness Park Drive Northwest,528
3982700125,"47.6893,-122.197",17th Avenue,608
1120069036,"47.2377,-122.016",244th Avenue Southeast,40520
3592500800,"47.6341,-122.304",22nd Avenue East,1627
7905200310,"47.5693,-122.391",46th Avenue Southwest,3831
7577700136,"47.5696,-122.386",42nd Avenue Southwest,3819
2629600016,"47.6981,-122.286",Northeast 96th Street,3843
9262800002,"47.3182,-122.271",51st Avenue South,31620
2892700041,"47.4499,-122.189",114th Avenue Southeast,17013
4136950070,"47.2625,-122.221",Francis Court Southeast,5120
2354300550,"47.5294,-122.033",2nd Avenue Southeast,81
7740100260,"47.748,-122.288",37th Avenue Northeast,16256
6163901352,"47.7562,-122.318",Northeast Serpentine Place,1065
2025700200,"47.3482,-122.037",Southeast 283rd Street,22904
1775801090,"47.7415,-122.096",Northeast 156th Street,18190
1138000070,"47.7126,-122.211",98th Avenue Northeast,12442
1823049046,"47.4864,-122.348",Southwest 130th Street,1031
7227801580,"47.5072,-122.181",Northeast 16th Street,2821
4364700875,"47.5256,-122.375",34th Avenue Southwest,8626
8127700390,"47.6427,-122.397",31st Avenue West,2555
9560500105,"47.588,-122.168",129th Avenue Southeast,2574
8651411420,"47.3684,-122.08",Southeast 261st Street,19509
1274500240,"47.3632,-122.11",173rd Place Southeast,26504
3278602190,"47.5481,-122.374",Lanham Place Southwest,6003
873900240,"47.3527,-122.315",South 277th Place,1327
3834000520,"47.7289,-122.291",35th Avenue Northeast,13723
4224100030,"47.3893,-122.216",South 237th Place,9316
5710500060,"47.5314,-122.054",Mount Pilchuck Avenue Northwest,136
203101370,"47.6337,-121.961",West Ames Lake Drive Northeast,3013
4039300140,"47.6071,-122.137",152nd Place Southeast,291
3629920990,"47.5429,-121.995",28th Avenue Northeast,1626
6882510060,"47.5303,-122.28",South Elmgrove Street,4226
2597150270,"47.4061,-122.188",Southeast 218th Place,11421
4365200445,"47.5242,-122.371",30th Avenue Southwest,8814
6145601819,"47.7024,-122.346",North 101st Street,934
3447000030,"47.5718,-122.127",Southeast 41st Place,15928
4442800162,"47.6904,-122.395",Northwest 85th Street,2911
1698900075,"47.6419,-122.351",Nob Hill Place North,2514
9432750070,"47.4836,-122.136",Southeast 133rd Court,15323
3204850140,"47.3747,-122.185",117th Avenue Southeast,25302
1446401550,"47.4842,-122.33",3rd Avenue South,13217
3904901840,"47.5672,-122.018",242nd Place Southeast,4307
3299200075,"47.7453,-122.351",North 160th Street,NA
2206500550,"47.5765,-122.155",138th Place Southeast,3754
2112700370,"47.5331,-122.352",13th Avenue Southwest,7737
4397010350,"47.3831,-122.147",Southeast 244th Street,14606
4364700885,"47.5255,-122.374",32nd Avenue Southwest,8633
1498301672,"47.5858,-122.308",19th Avenue South,1916
3992700326,"47.7134,-122.288",38th Avenue Northeast,11559
5438000060,"47.4437,-122.194",110th Avenue Southeast,17652
9550200370,"47.6663,-122.332",North 52nd Street,2139
3977630270,"47.3174,-122.127",161st Place Southeast,31705
475001000,"47.6662,-122.364",Northwest 52nd Street,613
3426059050,"47.6978,-122.164",Northeast 109th Place,13219
4137000070,"47.265,-122.22",47th Street Southeast,612
2759500105,"47.7741,-122.38",18th Avenue Northwest,19990
4137010310,"47.2623,-122.217",51st Street Southeast,930
5616000030,"47.3495,-122.04",226th Place Southeast,28118
9266700295,"47.694,-122.348",North 90th Street,743
9828200187,"47.6175,-122.301",East Howell Street,2401
6061400160,"47.5126,-122.149",Northeast 24th Street,5215
4139420640,"47.5511,-122.114",Southeast 58th Street,16930
4022900197,"47.774,-122.283",42nd Avenue Northeast,19705
3221069035,"47.2585,-122.061",212th Avenue Southeast,38205
2591730200,"47.3523,-122.059",Southeast 278th Place,21115
9165100260,"47.6821,-122.392",Earl Avenue Northwest,7325
5201810060,"47.4016,-122.166",Southeast 223rd Court,13127
5499200060,"47.6807,-122.291",34th Avenue Northeast,7044
1568100060,"47.7372,-122.294",Northeast 149th Street,3198
4139910160,"47.5461,-122.122",Southeast 63rd Street,16714
6743700060,"47.6941,-122.173",126th Avenue Northeast,10431
7258200060,"47.5141,-122.316",South 100th Street,1402
5127000810,"47.4744,-122.154",140th Avenue Southeast,14244
2011400520,"47.3965,-122.321",South 229th Place,1005
1953400510,"47.3904,-122.299",27th Avenue South,23459
2450500060,"47.5837,-122.194",110th Avenue Southeast,2975
2623039082,"47.4536,-122.376",Maplewild Avenue Southwest,16747
3204400030,"47.3258,-122.186",Southeast 308th Place,11631
2473370890,"47.4501,-122.128",159th Place Southeast,17002
3343901401,"47.5161,-122.191",Aberdeen Avenue Northeast,2712
4376700030,"47.6366,-122.099",Northeast 30th Street,18014
1072000400,"47.4745,-122.141",149th Place Southeast,14231
2193330030,"47.6915,-122.099",181st Avenue Northeast,10108
4083300070,"47.6605,-122.335",Burke Avenue North,4410
2241700075,"47.7416,-122.327",Northeast 155th Street,145
9250900111,"47.7733,-122.351",NA,NA
9412700160,"47.3925,-122.161",Southeast 233rd Street,13417
1118001360,"47.6324,-122.289",Shenandoah Drive East,1514
4383500030,"47.4388,-122.328",5th Avenue South,18231
2558630060,"47.7241,-122.168",129th Place Northeast,13809
1150000400,"47.561,-122.019",Southeast 46th Place,NA
5244801275,"47.6436,-122.352",3rd Avenue North,2609
1839920160,"47.7244,-122.179",121st Avenue Northeast,13805
9834200030,"47.5745,-122.291",33rd Avenue South,3223
3288200710,"47.7294,-122.186",117th Avenue Northeast,14217
3904980320,"47.5752,-122.009",248th Place Southeast,3788
2927600435,"47.4527,-122.372",32nd Avenue Southwest,16736
1321740260,"47.289,-122.344",7th Avenue Southwest,34829
7809200055,"47.4965,-122.176",Monroe Avenue Northeast,823
3298700671,"47.52,-122.354",15th Avenue Southwest,9233
1231000640,"47.5554,-122.267",South Farrar Street,5229
1498303905,"47.584,-122.294",30th Avenue South,2118
7491010060,"47.7196,-122.223",88th Place Northeast,13322
8835800350,"47.4548,-121.764",Southeast 163rd Street,43170
8856960260,"47.3879,-122.032",231st Place Southeast,23902
1088810160,"47.741,-122.208",100th Place Northeast,15605
3931900510,"47.6838,-122.327",2nd Avenue Northeast,7521
9567800435,"47.7649,-122.205",Northeast 189th Street,10104
2806000560,"47.5775,-122.019",241st Avenue Southeast,3527
2473101360,"47.4492,-122.157",Southeast 171st Place,13634
2288900140,"47.6385,-122.281",McGilvra Boulevard East,2053
9320990140,"47.432,-122.329",South 191st Place,432
8731982050,"47.3183,-122.382",Southwest 317th Street,3900
705700240,"47.3828,-122.026",236th Court Southeast,24426
4335000030,"47.451,-122.365",Southwest 170th Street,2434
2806300070,"47.6426,-122.158",Northeast 36th Place,13501
5631501323,"47.741,-122.234",Northeast 155th Street,8020
3738900105,"47.7359,-122.306",22nd Avenue Northeast,14716
2781270400,"47.3487,-122.021",Southeast 282nd Street,24023
3336001360,"47.5253,-122.266",Hamlet Avenue South,8715
2464400435,"47.6851,-122.322",Northeast 78th Street,521
2025049114,"47.6412,-122.329",Fairview Avenue East,2348
1523089012,"47.4742,-121.769",Southeast 140th Street,42800
7305300695,"47.7538,-122.325",4th Avenue Northeast,17228
9269200340,"47.534,-122.373",Southwest Holden Street,3108
1402100070,"47.4416,-122.149",145th Avenue Southeast,17815
2998300060,"47.5751,-122.407",Southwest Horton Street,5801
8113101000,"47.5486,-122.278",44th Avenue South,5958
1388600070,"47.2883,-122.218",23rd Street Southeast,825
8944600060,"47.6091,-122.147",145th Place Southeast,81
8860310240,"47.6884,-122.128",159th Place Northeast,9812
8016250060,"47.3657,-122.173",127th Avenue Southeast,26300
2061800045,"47.7722,-122.204",Northeast 198th Street,10204
2652500070,"47.6423,-122.361",3rd Avenue West,2561
3622069114,"47.3554,-121.986",265th Court Southeast,27521
4438000075,"47.4283,-122.323",South 194th Street,907
2776600002,"47.6924,-122.372",12th Avenue Northwest,8705
241900060,"47.4042,-122.205",Southeast 220th Place,10125
5151800045,"47.3379,-122.322",South 295th Place,917
3221059036,"47.2617,-122.19",Irene Avenue Southeast,5140
7504020960,"47.6319,-122.05",Sahalee Drive East,2317
1924059319,"47.56,-122.225",86th Avenue Southeast,4799
4067600160,"47.3388,-122.033",232nd Avenue Southeast,29255
9828700685,"47.6187,-122.295",East Denny Way,2821
4307330070,"47.4793,-122.18",Southeast 4th Street,2821
6822100310,"47.6495,-122.401",34th Avenue West,3223
3295900520,"47.4798,-122.136",Southeast 3rd Place,6146
1773100310,"47.559,-122.365",26th Avenue Southwest,4808
9407000990,"47.4463,-121.771",Southeast 172nd Place,42700
1472800160,"47.7324,-121.963",Northeast 145th Court,28198
7787110370,"47.4831,-121.781",Southeast 11th Place,1169
3041700570,"47.6595,-122.186",116th Avenue Northeast,5811
3999200310,"47.5846,-122.12",Southeast 28th Street,16517
1931300955,"47.6557,-122.348",Linden Avenue North,4008
2591720160,"47.3735,-122.018",Southeast 253rd Place,24026
8691510310,"47.4389,-122.116",169th Avenue Southeast,18141
9831200520,"47.6282,-122.322",Harvard Avenue East,948
8123710070,"47.7179,-122.113",Northeast 131st Place,17000
7852170370,"47.5427,-121.863",Crest View Loop Southeast,6525
3528000310,"47.6662,-122.056",Northeast 69th Court,NA
6403500570,"47.4944,-122.162",Northeast 7th Street,4304
6021501420,"47.6885,-122.386",Jones Avenue Northwest,8060
723069128,"47.5007,-122.088",Southeast 114th Place,18836
3329530030,"47.3315,-122.265",South 300th Place,5543
723049326,"47.497,-122.346",Southwest 118th Street,903
7215721070,"47.5998,-122.014",Southeast 10th Place,24399
3179101580,"47.6756,-122.275",Northeast 65th Street,4911
2025700270,"47.3473,-122.037",229th Avenue Southeast,28333
8691300260,"47.5868,-121.974",Southeast 26th Place,27224
5112800060,"47.4492,-122.084",Southeast 170th Street,19225
2112700240,"47.5321,-122.354",15th Avenue Southwest,7757
8732190990,"47.3086,-122.396",Southwest 327th Place,4908
537000416,"47.3255,-122.305",22nd Avenue South,30816
3761700251,"47.7219,-122.258",62nd Avenue Northeast,13507
625100181,"47.7237,-122.076",196th Avenue Northeast,13601
7202261260,"47.6895,-122.041",225th Terrace Northeast,10143
7856410030,"47.5641,-122.16",135th Avenue Southeast,4553
8128600060,"47.7718,-122.283",44th Avenue Northeast,19672
1775800860,"47.7408,-122.101",Northeast 156th Street,17900
3303980140,"47.5182,-122.149",Southeast 92nd Street,14349
4206901200,"47.6564,-122.325",4th Avenue Northeast,4027
11500240,"47.6944,-122.102",Northeast 106th Court,17901
6383500295,"47.6969,-122.384",22nd Avenue Northwest,9318
7849202220,"47.526,-121.828",Silva Avenue Southeast,8293
2260300060,"47.6242,-122.239",Evergreen Point Road,1487
7701950060,"47.6418,-122.157",Northeast 34th Place,13648
5153200486,"47.3325,-122.35",12th Avenue Southwest,30020
205000310,"47.6316,-121.988",263rd Court Northeast,2599
920069053,"47.238,-122.039",228th Way Southeast,40515
6141100445,"47.7189,-122.353",Dayton Avenue North,12243
8809200070,"47.515,-122.164",Union Avenue Northeast,2564
3905080310,"47.5666,-121.999",258th Avenue Southeast,4278
393000311,"47.5066,-122.259",59th Avenue South,10434
3127200036,"47.705,-122.201",106th Avenue Northeast,11635
123039128,"47.5166,-122.361",21st Avenue Southwest,9625
2896310160,"47.3425,-122.03",Southeast 289th Street,23325
5272200045,"47.7144,-122.319",9th Avenue Northeast,11714
9211500520,"47.2975,-122.38",37th Avenue Southwest,33838
3589500260,"47.6699,-122.317",Roosevelt Way Northeast,5612
3330500335,"47.5532,-122.28",South Brandon Street,4219
9445300045,"47.6547,-122.34",Ashworth Avenue North,3912
114100354,"47.7743,-122.26",62nd Avenue Northeast,20106
1775920340,"47.7406,-122.11",Northeast 156th Court,17200
8946700140,"47.3325,-122.168",Southeast 301st Street,12962
8651610240,"47.6388,-122.064",Northeast 32nd Court,20566
1237500105,"47.6759,-122.161",Northeast 80th Street,13402
9151600106,"47.5855,-122.383",Walnut Avenue Southwest,1943
1118000340,"47.6389,-122.288",Waverly Way East,2211
7853230570,"47.5308,-121.847",Melrose Lane Southeast,7827
4353700200,"47.5695,-122.087",Southeast 42nd Street,18975
7228501805,"47.6146,-122.306",20th Avenue,1452
9541800075,"47.5919,-122.175",123rd Avenue Southeast,2076
3425069083,"47.6118,-122.024",Northeast 4th Street,NA
7613700270,"47.6601,-122.275",Northeast 43rd Street,4838
6882200140,"47.5069,-122.189",Blaine Avenue Northeast,1612
2473380400,"47.4569,-122.165",131st Avenue Southeast,16336
3579000370,"47.7466,-122.249",Northeast 163rd Street,6912
2623029078,"47.4558,-122.507",NA,NA
3124049196,"47.5212,-122.339",3rd Avenue Southwest,9055
3374500240,"47.4096,-122.17",129th Avenue Southeast,21430
8911000445,"47.7067,-122.354",Phinney Avenue North,10556
1066100260,"47.6169,-122.104",Northeast 8th Place,17763
7205850030,"47.6889,-122.128",159th Place Northeast,9828
1330910370,"47.6573,-122.034",Northeast 54th Street,22820
11520370,"47.6972,-122.116",169th Court Northeast,10817
3327000070,"47.3141,-122.192",112th Place Southeast,32101
2594200350,"47.5145,-122.39",45th Avenue Southwest,9833
2724049185,"47.5388,-122.275",46th Avenue South,7102
3123800125,"47.5148,-122.386",42nd Avenue Southwest,9822
3298200320,"47.62,-122.12",165th Place Northeast,1183
2068000270,"47.6425,-122.218",Northeast 35th Place,8808
7732500700,"47.7302,-122.106",174th Avenue Northeast,14316
7851990240,"47.5414,-121.869",Fairway Avenue Southeast,6702
3423049269,"47.4364,-122.282",42nd Avenue South,18507
7852150200,"47.5333,-121.87",Warren Avenue Southeast,NA
7853230270,"47.5288,-121.846",Southeast Gala Court,37177
1965200075,"47.6447,-122.327",East Edgar Street,116
1959700445,"47.6437,-122.321",Broadway East,2617
1250200765,"47.5976,-122.298",Martin Luther King Junior Way South,513
3275300270,"47.2598,-122.311",Douglas Court,1705
7548300751,"47.5872,-122.308",19th Avenue South,1770
9526600260,"47.7066,-122.112",171st Place Northeast,11908
2880100240,"47.6789,-122.365",7th Avenue Northwest,6739
5253300320,"47.7492,-122.336",North 165th Street,1870
2291400566,"47.7061,-122.347",Linden Avenue North,10536
103400160,"47.2857,-122.3",26th Court South,35219
1951600240,"47.37,-122.297",29th Avenue South,25675
224069129,"47.591,-122.01",NA,NA
5608000860,"47.554,-122.095",Northwest Montreux Drive,18403
424069271,"47.595,-122.04",Southeast 16th Place,22500
8964800390,"47.6201,-122.209",Vineyard Crest,9939
7533800885,"47.6867,-122.275",Ridge Drive Northeast,8016
2312400200,"47.3482,-122.3",Military Road South,28224
3226049267,"47.6981,-122.325",Northeast 95th Street,312
7852130640,"47.5356,-121.881",Silent Creek Avenue Southeast,7359
9530101535,"47.6663,-122.357",1st Avenue Northwest,5114
6822100030,"47.6496,-122.403",35th Avenue West,3229
1090000036,"47.5322,-122.391",Southwest Kenyon Place,4446
6619910260,"47.7149,-122.222",89th Place Northeast,12732
342000036,"47.6081,-122.289",East Cherry Street,3404
3448002267,"47.7134,-122.292",35th Avenue Northeast,11555 1/2
7974200765,"47.6787,-122.285",40th Avenue Northeast,6833
7230400400,"47.4712,-122.1",181st Avenue Southeast,14628
2028700575,"47.6783,-122.366",8th Avenue Northwest,6710
4232400400,"47.6235,-122.309",18th Avenue East,507
792500260,"47.3604,-122.457",Southwest 270th Street,NA
2493200370,"47.5274,-122.384",41st Avenue Southwest,8445
844001052,"47.3107,-122.001",6th Avenue,32427
7696610240,"47.3314,-122.275",South 300th Place,4621
3630110370,"47.5541,-121.995",Northeast Marquette Lane,2973
1217000270,"47.4557,-122.348",Southwest 164th Street,1017
9441300030,"47.7235,-122.359",Northwest 130th Street,116
2991000160,"47.3285,-122.168",Southeast 305th Court,13008
6641020160,"47.7443,-122.22",Northeast 160th Place,9041
2998300075,"47.5747,-122.408",59th Avenue Southwest,3322
5456000570,"47.5706,-122.209",East Mercer Way,4275
7784400070,"47.4919,-122.365",Shorewood Drive Southwest,12258
2781250400,"47.3497,-122.025",238th Avenue Southeast,28127
3821400200,"47.4811,-122.325",South 136th Street,625
3580900200,"47.7285,-122.24",75th Avenue Northeast,14114
5466750140,"47.3598,-122.157",138th Avenue Southeast,27005
8122100160,"47.5377,-122.376",35th Avenue Southwest,7156
9523102447,"47.6748,-122.352",North 63rd Street,518
7234601525,"47.6105,-122.309",18th Avenue,905
6071300160,"47.5547,-122.178",119th Avenue Southeast,5464
8044200200,"47.6747,-122.151",Redmond Way,14403
8563050350,"47.6287,-122.093",Northeast 21st Street,18495
1282300105,"47.5746,-122.293",South Byron Street,3158
3374300030,"47.719,-122.173",125th Avenue Northeast,13212
9232900075,"47.6975,-122.357",Palatine Avenue North,9251
952000640,"47.5671,-122.379",37th Avenue Southwest,4045
7334600030,"47.4687,-121.749",443rd Avenue Southeast,14500
200500700,"47.7374,-122.219",91st Place Northeast,15102
11200400,"47.6176,-122.14",Northeast 8th Place,15035
1139000135,"47.7079,-122.358",1st Avenue Northwest,10730
7468900270,"47.2975,-122.223",12th Street Southeast,431
1036400200,"47.6315,-122.101",179th Avenue Northeast,2400
3622900200,"47.5497,-122.228",Southeast 59th Street,8305
6884800262,"47.6873,-122.314",Brooklyn Avenue Northeast,8018
7950302255,"47.5643,-122.284",39th Avenue South,4169
3524039196,"47.5256,-122.379",Southwest Donovan Street,3628
2064800830,"47.5339,-122.174",Southeast 75th Place,12507
1861400116,"47.6325,-122.371",West Galer Street,1008
7129302685,"47.5153,-122.256",Waters Avenue South,9714
4046600070,"47.6953,-121.914",Northeast 110th Street,31721
8655900162,"47.6554,-121.908",Northeast 55th Street,32344
2193310320,"47.6955,-122.097",183rd Avenue Northeast,10631
5417600200,"47.5263,-121.809",Mountain Avenue Southeast,8280
4178900070,"47.5374,-122.192",111th Place Southeast,7305
2115720070,"47.3206,-122.394",Southwest 314th Place,4730
3211100990,"47.4804,-122.157",Chelan Avenue Southeast,312
5288200260,"47.5599,-122.378",36th Avenue Southwest,4739
1771110070,"47.7562,-122.073",197th Place Northeast,17600
274000070,"47.3738,-122.214",Tilden Avenue,825
2816900030,"47.5001,-122.338",Southwest 115th Street,241
304100070,"47.3378,-122.263",South 294th Place,5701
3876200350,"47.7308,-122.18",Northeast 143rd Place,11924
7806210070,"47.2933,-122.195",17th Street Southeast,2513
5437600140,"47.3922,-122.165",Southeast 234th Street,13221
1796360370,"47.3666,-122.089",189th Place Southeast,26222
1428001160,"47.6454,-121.978",270th Avenue Northeast,4276
1233100260,"47.6773,-122.178",122nd Avenue Northeast,8206
8835220200,"47.7255,-122.164",132nd Avenue Northeast,NA
2023039045,"47.466,-122.452",Southwest 156th Street,9320
7504400400,"47.6261,-122.047",219th Place Northeast,1862
1432900310,"47.4579,-122.17",128th Avenue Southeast,16134
9541600295,"47.5932,-122.172",126th Avenue Southeast,1928
2914700310,"47.6988,-122.358",1st Avenue Northwest,9532
7972604355,"47.5175,-122.346",8th Avenue Southwest,9455
2423069084,"47.4686,-121.989",Tiger Mountain Road Southeast,14817
8655000070,"47.5842,-122.111",Southeast 29th Court,17288
8165501620,"47.5396,-122.368",Southwest Sylvan Heights Drive,2701
8682281480,"47.7082,-122.015",243rd Place Northeast,12257
1137610140,"47.7347,-122.236",Northeast 147th Street,7821
4232900310,"47.6351,-122.364",5th Avenue West,1811
324000370,"47.5719,-122.385",41st Avenue Southwest,3441
3822200036,"47.7252,-122.297",30th Avenue Northeast,13323
3876100310,"47.721,-122.182",119th Avenue Northeast,13335
8024201525,"47.7005,-122.314",Northeast 98th Street,1218
4024101670,"47.7583,-122.302",Northeast 178th Street,2726
3124049171,"47.5191,-122.339",Olson Place Southwest,9420
2310100240,"47.3503,-122.042",Southeast 280th Place,22431
8021700030,"47.694,-122.332",North 90th Street,2142
3861500340,"47.2798,-122.303",South 359th Street,2401
1823069046,"47.4754,-122.09",West Lake Kathleen Drive Southeast,14128
6070500055,"47.5689,-122.126",Southeast 43rd Street,16032
520069032,"47.2568,-122.07",Southeast 384th Street,20325
4154303655,"47.5592,-122.273",48th Avenue South,4802
3876800710,"47.7417,-122.172",Northeast 157th Street,15670
259000240,"47.7594,-122.361",3rd Avenue Northwest,17980
1822069041,"47.398,-122.081",196th Avenue Southeast,22727
7520000695,"47.496,-122.349",11th Place Southwest,11915
2141330700,"47.5579,-122.129",Southeast 50th Street,15758
3123039082,"47.4361,-122.469",Southwest 188th Street,10653
7215420370,"47.3389,-122.066",Southeast 294th Way,20615
1311000270,"47.3398,-122.286",South 292nd Place,3653
7334500800,"47.4653,-121.745",Southeast 150th Street,44600
2832100270,"47.7297,-122.326",Par Place Northeast,13904
3022079094,"47.3637,-121.955",292nd Avenue Southeast,26513
2436200320,"47.6638,-122.292",33rd Avenue Northeast,4814
1042500013,"47.3285,-122.328",South 305th Street,425
3897100060,"47.6717,-122.184",Northeast 75th Street,11637
3188100105,"47.6882,-122.306",21st Avenue Northeast,8163
2767604170,"47.6711,-122.386",Northwest 58th Street,2226
1773100765,"47.5558,-122.363",Delridge Way Southwest,5059
1211000070,"47.6074,-122.299",26th Avenue,537
8920100041,"47.5907,-122.086",190th Place Southeast,2221
126059225,"47.7716,-122.101",Northeast 198th Place,17861
9286100320,"47.5305,-122.047",West Sunset Way,NA
4449800681,"47.6893,-122.388",24th Avenue Northwest,8309
5505700030,"47.5713,-122.394",48th Avenue Southwest,3623
3260590070,"47.5664,-122.124",Southeast 44th Way,16151
3211240370,"47.3106,-122.116",Southeast 325th Place,16918
8142000060,"47.7438,-122.328",Northeast 158th Street,182
5595900316,"47.205,-121.996",Lafromboise Street,1469
4312700200,"47.3037,-122.107",Southeast 332nd Place,17610
9407001600,"47.4473,-121.774",Southeast 169th Street,42481
5700001895,"47.58,-122.29",34th Avenue South,2535
1424200070,"47.6232,-122.21",Northeast 14th Street,9798
1708400370,"47.557,-122.306",South Pearl Street,2016
5457801925,"47.6295,-122.346",Taylor Avenue North,1116 B
2895600350,"47.5119,-122.386",42nd Avenue Southwest,10203
4036801070,"47.6023,-122.123",Southeast 9th Street,16248
976000879,"47.646,-122.363",West Fulton Street,418
7923100400,"47.5819,-122.126",Southeast 31st Street,16157
7129304200,"47.5177,-122.266",53rd Avenue South,9344
2225069062,"47.6326,-122.015",Northeast 25th Street,24386
3343903240,"47.5092,-122.195",Northeast 20th Street,1733
5095401360,"47.4694,-122.069",204th Avenue Southeast,14826
2547200160,"47.6709,-122.167",130th Avenue Northeast,7315
124069032,"47.5929,-121.989",East Beaver Lake Drive Southeast,1705
7300400320,"47.333,-122.172",127th Place Southeast,30018
7212660560,"47.2703,-122.312",17th Avenue South,36907
3343902650,"47.5066,-122.194",Northeast 16th Street,1836
3034200036,"47.7222,-122.332",North 128th Street,2150
1498303855,"47.5841,-122.295",29th Avenue South,2112
1446404015,"47.4878,-122.324",8th Avenue South,12901
5467910140,"47.3657,-122.152",142nd Avenue Southeast,26272
2472920800,"47.4395,-122.151",Southeast 182nd Street,14127
7147600070,"47.4434,-122.283",South 178th Street,3860
3820350140,"47.7344,-121.986",1st Lane Northeast,NA
520700125,"47.7753,-122.359",Northwest 201st Street,165
3211200140,"47.7307,-122.239",76th Place Northeast,14230
250000320,"47.6335,-122.196",108th Avenue Northeast,2580
6139800640,"47.7455,-122.073",198th Avenue Northeast,16214
6699000710,"47.3724,-122.104",Southeast 257th Street,17814
7010700550,"47.6594,-122.397",31st Avenue West,4336
5506500070,"47.4828,-121.73",456th Drive Southeast,12885
3293700521,"47.7466,-122.355",Greenwood Avenue North,16172
6929604005,"47.3837,-122.304",23rd Avenue South,24317
3216900070,"47.4206,-122.183",Southeast 203rd Street,11824
7922800160,"47.586,-122.12",166th Avenue Southeast,2687
6610000320,"47.6608,-122.359",Baker Avenue Northwest,4414
5561400140,"47.463,-122.008",Southeast 155th Place,24998
7686202065,"47.4222,-122.318",South 201st Street,1216
4107100204,"47.6224,-122.215",94th Avenue Northeast,1354
7214810510,"47.7563,-122.147",Northeast 178th Street,14502
5350201180,"47.6134,-122.282",Madrona Drive,1440
8148600055,"47.4906,-122.306",South 126th Street,2106
226039270,"47.774,-122.384",Northwest 199th Street,2104
1220069035,"47.2396,-121.993",264th Avenue Southeast,40333
7466900320,"47.3448,-122.298",27th Place South,28637
8078430030,"47.6339,-122.026",235th Court Northeast,NA
9523100550,"47.6658,-122.355",Greenwood Avenue North,5104
8961970510,"47.6075,-122.017",Southeast 1st Place,24201
3574800810,"47.7297,-122.219",92nd Avenue Northeast,14243
7732410390,"47.6599,-122.146",Northeast 58th Street,14579
7697870700,"47.3687,-122.182",Southeast 260th Place,11934
9275702405,"47.583,-122.379",Prescott Avenue Southwest,2247
1370804461,"47.6379,-122.4",West Crockett Street,3308
4310702440,"47.6969,-122.338",Densmore Avenue North,9233
3935900030,"47.7108,-122.277",Lakeside Avenue Northeast,11028
6385800030,"47.4676,-122.296",29th Avenue South,15043
1193000390,"47.6466,-122.391",West Barrett Street,2617
8605900060,"47.6599,-122.363",5th Avenue Northwest,4331
3964400160,"47.5745,-122.311",17th Avenue South,3218
1455600045,"47.7296,-122.284",42nd Avenue Northeast,13747
4031000520,"47.2951,-122.284",40th Avenue South,34215
3299610240,"47.5641,-122.032",Southeast 45th Place,23049
1727850350,"47.6404,-122.171",126th Avenue Northeast,3357
5416510990,"47.3596,-122.036",Southeast 270th Street,22839
4154303215,"47.567,-122.273",48th Avenue South,4020
421000465,"47.4942,-122.166",Shelton Avenue Northeast,680
